Id,Sales
1,3950.22979627805
24825,4588.27157873552
5993,3396.45900950962
37665,5001.26850512867
18833,3604.21923911794
12841,5091.54483076842
19689,3267.9936771389
857,4237.52526390445
15409,5069.25326760109
38521,5677.29515937579
13697,5126.54975762034
7705,3608.86380506463
39377,5564.95568717458
20545,3490.23381993956
1713,4506.47837016241
16265,4341.12706271357
33385,4695.83521878652
27393,5081.87476148291
2569,4935.98884860205
40233,4937.57108399031
21401,4483.62461149506
35953,4520.15594301844
34241,4158.5902236884
3425,4689.66239138125
22257,3897.27926134639
9417,4085.5968410485
30817,3495.54507893263
10273,4324.84223507497
35097,4333.06793157382
23113,4171.04902553518
4281,4069.96364162186
14553,5687.06724378533
8561,3917.90359969316
29961,3345.82521663131
25681,4841.56091578006
5137,3553.79632190671
23969,4440.29248864755
36809,4891.02363486444
17977,3632.78641009823
26537,5371.33474189154
11985,4807.34126557231
6849,3584.79774693402
17121,3934.697794382
29105,3868.02356842788
32529,3894.94896723623
11129,4519.08245461587
31673,3484.7444649502
28249,4505.42102227329
23970,7458.49505451958
1714,9065.61512234601
24826,8275.46786343917
18834,5527.32160726944
38522,10109.277447503
5994,5647.33072484372
35954,7703.78162239922
2,7286.18249337391
39378,4554.00824704085
4282,3801.07173891602
29106,5691.35969243935
8562,5812.28467784764
9418,3438.68463674708
25682,8798.9592089794
19690,5245.55364088823
34242,4159.39954886285
16266,4494.74541200432
22258,3597.37340447333
26538,9768.6837528402
20546,4925.68377826736
10274,3991.07559588374
30818,5871.52251666562
37666,8378.96401941745
33386,4249.37728536683
14554,11395.8371853319
858,8243.32677063057
21402,3786.78345037568
2570,9679.80477115646
11130,7130.00631502571
5138,5560.39258493993
40234,4473.28225010362
32530,6022.74542256675
36810,8399.31171967454
11986,7636.73928749334
15410,4211.7020065495
35098,7468.11216647215
29962,5321.25724358204
23114,7016.61210865354
17978,5591.96496959239
31674,5894.29327284986
28250,3956.58052036035
6850,5993.87308353034
13698,9000.51625971228
27394,3845.37944478081
7706,5985.85727676593
17122,6278.50613596873
12842,8634.72138430953
3426,3900.92802060918
4283,6086.22320006944
23971,10804.3224715895
24827,11069.7554180657
1715,11343.4612596585
8563,9051.70478141034
5995,7799.05766769688
29107,10664.3198052382
38523,15044.0736642736
34243,7548.62806553096
22259,6696.22938924947
35955,10884.2518231179
3,9005.50524488192
20547,8883.75809539046
39379,5181.51258580574
16267,7944.21186584266
26539,14213.1281853085
23115,10941.6642124913
18835,9194.56229882937
25683,12592.3078619012
37667,12246.3511099129
859,9584.71100335035
17123,10672.2257887662
5139,8352.61674557858
19691,9131.81185810406
9419,3800.15086215972
7707,8859.76066433889
11987,9211.96002698012
10275,6076.41447001934
35099,11453.6972682635
33387,5050.94583955137
14555,15274.1071288919
21403,4765.88385057497
2571,12572.4831042887
11131,9454.36782464781
29963,9096.93519301721
15411,5062.70074316625
28251,7348.00278977807
32531,10592.0246505882
13699,12964.5583817612
36811,11018.2475070814
30819,9572.3685918549
40235,7483.29979069617
6851,8056.45713971699
12843,11002.4536414727
27395,4973.78964705216
17979,9286.54734460183
3427,4133.76046500811
31675,10341.7045369981
860,7184.46888529706
24828,6831.29095293892
5996,6059.05169723791
4284,3595.12635838824
26540,9114.21775693822
23972,7627.93810811934
1716,8149.7955836126
28252,3504.11205129818
4,7588.95394802575
23116,6150.05312399944
37668,7430.92275205177
16268,3997.19073439362
35956,7604.30025456857
11132,6085.95036044826
19692,4647.06035739982
5140,5494.81416003028
22260,3161.403925532
32532,5845.87252213285
11988,7849.75288878003
30820,5158.92070331901
39380,4024.02072680216
10276,3420.22014152706
33388,3715.68260567507
14556,9956.13040464042
40236,3693.96179760159
25684,7508.70264164416
6852,5314.79979798409
17124,5499.81655612725
34244,3427.65417961012
15412,4683.71658851548
3428,4066.97919092029
20548,4864.68862562399
9420,3399.93413998252
17980,5824.43868237075
21404,3845.12634777139
35100,6439.01765180784
7708,5498.03320952789
8564,5979.91662410577
29108,5289.396383475
2572,9681.89150370669
29964,5364.63743726645
36812,6933.03568945521
38524,9295.60391326353
27396,3956.26349665531
13700,8635.38849899642
31676,5370.7250850245
12844,7793.41372616515
18836,4978.96365452594
16269,6725.6034501561
23973,8093.15562527461
4285,6102.93031202865
11989,7774.20739805087
11133,7377.38516618755
861,7679.6304236048
23117,7568.12168195108
1717,8296.69578550604
5997,5839.1127300291
5,7129.20388258326
17125,6758.36735380251
34245,6338.04384496878
22261,5958.53698382074
21405,4444.28416623979
26541,11482.2226514078
9421,3963.27791361419
30821,5997.96796547376
10277,6233.58536903211
35101,7536.11783970284
33389,4477.06441690653
35957,7621.97451191312
5141,6005.20947568437
12845,8847.56685821456
6853,6155.43469176743
36813,7719.89759819667
20549,6030.44247762279
3429,4276.5286963473
32533,7084.85746816534
2573,10878.8861766994
8565,7407.74696231185
24829,8379.61936907125
29109,6424.67440174334
18837,6156.62666757469
25685,8904.68600397714
15413,4449.36156968483
40237,6295.29663414583
38525,11783.094726791
7709,6217.76595771151
17981,6352.90264843511
39381,4472.66784313102
27397,4608.10122342355
29965,5665.16174837771
31677,5942.89394185446
19693,5801.70531366739
14557,11543.1962758557
28253,6548.83544680466
13701,9381.188199661
37669,8317.16896665439
24830,5571.91897012854
34246,4879.35541743504
35102,5888.42662772359
10278,4790.92999022032
20550,4749.28335507842
5142,5248.31630190403
16270,4900.03614327389
22262,4382.69727383587
15414,5112.56387047589
30822,4844.57293544649
11990,5976.43828953985
6,5685.65160886463
11134,5588.41374203636
8566,5759.84374096639
862,5984.23599491875
29966,4526.85699020838
13702,6498.6699869061
17126,5268.59016249286
26542,7267.94874743231
39382,5493.4620924363
1718,6631.68270910046
17982,4760.98572182973
33390,4927.09821525604
27398,5238.27859194053
29110,5300.57851224149
2574,7714.45809434353
19694,4491.90799804491
40238,5127.40069039672
35958,5847.2778460572
3430,5215.30990929875
28254,5015.63887634483
9422,4373.43863160621
32534,5661.17524079366
36814,5737.43906543855
18838,4777.7000294191
23118,5621.60887764809
4286,4891.16359878551
14558,7344.66747458598
38526,7461.64007387396
12846,6136.55831734115
6854,5038.50687849152
25686,6242.74857266069
21406,4800.65096063326
23974,5652.26167710259
7710,5191.86742090789
37670,6237.66549760139
31678,5125.88475904498
5998,5075.07839710154
5143,6487.31174848069
22263,5746.23479823196
4287,5703.68521188945
26543,9439.61795318604
10279,5594.38173336421
24831,8944.07051993738
27399,4550.69498493137
29111,6974.72866970033
18839,7336.25883631294
23975,7836.3849042701
11135,7022.73173539537
25687,8188.34047838655
19695,6183.54555864565
30823,7458.66579076581
13703,9173.85438321706
15415,4601.07365606189
33391,4273.42542257465
9423,3231.56071119271
29967,6526.50520495317
17983,6667.56230224718
14559,11346.0905621926
35959,7813.65863593709
2575,9432.71496632396
8567,6798.82202576214
32535,7465.14242413482
6855,7052.6700122294
863,8624.84423831036
3431,3653.56202815313
39383,4455.16291871941
23119,7451.39873108922
21407,4844.79013194159
20551,6316.63709691562
40239,6158.08906143174
16271,6802.30526359837
7711,6670.58381394343
37671,8712.21045705981
12847,9506.45969712747
28255,6221.44406496808
31679,7009.68208564946
5999,6682.56245134717
36815,8848.85806600904
35103,7569.59439450117
17127,7098.01996834118
1719,8513.14564634084
11991,7667.17369234743
34247,5949.07586186724
7,7256.35348644271
38527,10722.6889617463
33392,5202.00476521205
26544,11001.1839756837
15416,5680.71862534039
23120,7994.06611693644
9424,4238.24078885819
10280,5508.44246968923
3432,5096.79755405332
22264,6021.26347453448
35960,8145.07861395009
13704,8670.09995473931
27400,5476.81391649686
24832,9032.87782200887
28256,6493.15560164478
25688,9231.85578044758
4288,6105.98136297037
2576,11190.2917815265
7712,5962.4939832411
6856,6243.24281594144
30824,6143.21119171442
5144,6140.42266631617
11136,7262.2042166688
39384,4937.56637420415
14560,12791.5019654972
21408,5584.08706747777
35104,7852.54605944478
40240,5669.42144301806
31680,6099.00229239844
864,8914.74754223322
20552,5613.10024752479
8568,5979.75121484249
23976,8462.69361290785
29968,5883.51415710204
36816,8663.44563806755
38528,11555.4121631022
17128,6286.4040782646
34248,6089.84674067058
16272,6902.11719118412
29112,6368.0939022037
8,8057.47151663379
32536,6524.77485263023
12848,8341.69367723067
11992,7847.56697122637
17984,5986.06282272709
6000,6068.93081212571
19696,5440.04562567773
18840,6099.49097487539
37672,8983.73203153579
1720,9587.38987999938
9425,3969.4034813491
23121,6077.10421817414
7713,3449.56629535582
22265,4158.63782669315
23977,6138.38479735954
13705,6248.49731258434
24833,6589.76434479093
5145,3762.20589412545
35105,6358.04322838162
3433,5290.22387986994
30825,3612.27017664777
10281,4028.23382935373
34249,4542.20789397773
28257,5129.13233438642
33393,5046.31313460119
11137,5827.64512910878
15417,5491.76985654141
865,6091.2642245068
35961,5864.35269002944
25689,6793.33808428853
27401,5497.51929344336
4289,4285.59857757866
39385,5700.00324185821
38529,8238.98000824165
20553,3515.12692159387
36817,6153.38010290686
2577,7741.74567813557
29969,3956.39181271466
32537,3988.17560906804
37673,6271.9640023423
19697,3479.0413725608
14561,8087.86199386841
21409,5033.97201052348
12849,5936.91097784673
