Id,Sales
1,3982.76565610367
24825,4567.3377110594
5993,3461.47946265979
37665,4919.88929900459
18833,3610.07581579283
12841,5116.24708558768
19689,3420.30497355305
857,4285.90518996645
15409,5163.87348793343
38521,5618.8266167998
13697,5115.16867788268
7705,3609.28038786186
39377,5639.44476645606
20545,3655.60844966115
1713,4621.69037675458
16265,4336.66538543172
33385,4781.46586166094
27393,5157.94646030166
2569,4940.93973106932
40233,4865.29654057489
21401,4495.4357487868
35953,4472.66784313102
34241,4076.85291255135
3425,4737.24823292754
22257,3805.41083506735
9417,4068.54294089108
30817,3523.34524245451
10273,4205.84047146194
35097,4373.98099789648
23113,4131.57650095943
4281,4060.10660101016
14553,5659.78224542818
8561,3942.14401660148
29961,3427.65090979225
25681,4818.30873283124
5137,3601.79268337709
23969,4414.70752540083
36809,4828.37078577623
17977,3546.55901716853
26537,5368.40492329178
11985,4775.64056311387
6849,3609.87952508318
17121,3978.28889889616
29105,3831.47284710925
32529,3932.70900886864
11129,4520.69925115877
31673,3554.25401729286
28249,4319.4577582552
23970,7467.06514410035
1714,9166.03537512863
24826,8194.98945519325
18834,5424.24221488685
38522,10045.1987474001
5994,5704.02252739144
35954,7645.28810143606
2,7300.93751016672
39378,4217.37055633627
4282,3804.56875053716
29106,5784.61420806685
8562,5907.39063593232
9418,3256.47904966615
25682,8716.45767959854
19690,5179.64468428708
34242,3995.77637207484
16266,4477.62390242228
22258,3577.8283748149
26538,9909.35953793655
20546,4928.60708222218
10274,3979.60216673927
30818,5807.44125787629
37666,8389.19971378436
33386,4033.01298442492
14554,11802.9130613433
858,8232.6643909435
21402,3670.98092498797
2570,9607.39079103905
11130,7149.74188017543
5138,5620.51510796147
40234,4430.02470442664
32530,5945.72888720028
36810,8192.6136429932
11986,7741.56107889388
15410,4020.78228658579
35098,7402.3932245891
29962,5199.86659473466
23114,7002.59192553839
17978,5430.66166337707
31674,5890.32534280555
28250,3841.47846663721
6850,5967.79114659698
13698,8901.17903444618
27394,3751.52265718225
7706,5934.6349552186
17122,6307.36545592995
12842,8406.93379017024
3426,3733.96745782894
4283,6136.87439999352
23971,10622.5674282404
24827,10843.4998827415
1715,11371.6362036805
8563,9128.34604410592
5995,7908.41497057484
29107,10301.7751655149
38523,15179.523196686
34243,7439.53212237914
22259,6720.12087013481
35955,10830.1357616206
3,8915.9720179091
20547,8805.66720812615
39379,5278.34356934057
16267,7824.18138819545
26539,14379.4043511945
23115,10759.4664784409
18835,9073.02828578642
25683,12387.5640945938
37667,12331.6419671017
859,9438.09652234104
17123,10688.4529104163
5139,8364.55130746266
19691,9145.7493374511
9419,3799.30994128265
7707,8819.03125860605
11987,9623.79788322494
10275,6045.60660808782
35099,11318.6589872419
33387,5080.62428429261
14555,15786.6402583216
21403,4686.21916529455
2571,12502.7575843255
11131,9574.37737524176
29963,8754.50041593806
15411,5063.56522967211
28251,7180.39274659009
32531,10732.7774342592
13699,12836.7334999698
36811,10908.1542936927
30819,9503.12361915668
40235,7747.92121182793
6851,8073.62651853637
12843,10849.0860663627
27395,4853.32394630368
17979,9244.91421997986
3427,4057.37320232251
31675,10177.6081441473
860,7222.42251575316
24828,6834.64740402703
5996,6039.33015652228
4284,3584.68489916366
26540,9185.72681813795
23972,7509.39020692911
1716,8264.42496024811
28252,3386.54592722761
4,7657.72388801266
23116,6104.37995337167
37668,7360.08845715728
16268,3973.66175756057
35956,7484.34195058286
11132,6150.3288369435
19692,4825.74628045081
5140,5417.79934656082
22260,3173.90839079364
32532,5811.39216554138
11988,7848.84700661926
30820,5199.79219627338
39380,4279.96490470266
10276,3444.18688084139
33388,3992.49591169343
14556,10175.8319040277
40236,3705.99041113161
25684,7549.54970723958
6852,5315.69211221396
17124,5422.09546535294
34244,3392.734972198
15412,4878.08962027996
3428,4230.71160113269
20548,4917.78731733751
9420,3582.54830123581
17980,5780.65944709216
21404,4062.41942426096
35100,6372.85165266997
7708,5478.79418947037
8564,5959.66809916402
29108,5241.54236531693
2572,9600.53910506066
29964,5296.67673274266
36812,6860.87128782558
38524,9101.5956491256
27396,4169.24305222274
13700,8729.86120790675
31676,5373.56390832573
12844,7745.67499352166
18836,4996.79574414601
16269,6816.75669653682
23973,8038.18950695973
4285,6176.18918050361
11989,7886.73596407036
11133,7589.41721618858
861,7652.39387592188
23117,7580.28736347958
1717,8431.57840106165
5997,5928.37190829687
5,7131.08089987968
17125,6920.39691304941
34245,6344.96958947334
22261,6040.38442143114
21405,4482.63676303719
26541,11661.0994863967
9421,4040.86877818683
30821,6121.62735443267
10277,6168.93569763735
35101,7519.36698063574
33389,4591.30999339429
35957,7547.95130654543
5141,6038.55829780595
12845,8752.90573106789
